id;Price;Seats;Doors;Mileage;Explotation_period;Engine_volume;Width;Diameter_cylinder_and_stroke_piston;Maximum_power;Length;Wheelbase;Height;Torque;Valves_per_cylinder;Volume_fuel_tank;Rear_track_width;Front_track_width;Curb_weight_kg;Clearance;Maximum_speed;Transmissions;Speed_to_100;Full_weight;Compression_ratio;Consumption;Restyling;Years_from_release_start_series;Trunk_volume_max;Expense_city;Box_mechanics;Box_robot;Box_variator;Color_black;Color_blue;Color_brown;Color_gold;Color_gray;Color_green;Color_light Blue;Color_magenta;Color_orange;Color_purple;Color_red;Color_silver;Color_white;Color_yellow;Car_type_Liftback;Car_type_SUV;Car_type_Sedan;Car_type_Station Wagon;Car_type_Van;Model_2103 ;Model_2104 ;Model_2105 ;Model_21099 ;Model_2111 ;Model_2112 ;Model_2113 ;Model_2115 ;Model_Granta ;Model_Kalina ;Model_Largus ;Model_Priora ;Model_Vesta ;Model_XRAY ;Drive_full;Drive_rear;Fuel_AI-95;Fuel_GAZ
81;485000;5;5;49000;1;1596;1700;82;106;4250;2476;1500;148;4;50;1414;1430;1085;190;183;5;12.1;1560;11;6.5;1;2;435;8.7;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
82;791900;5;4;0;0;1598;1764;78;113;4410;2635;1497;152;4;55;1510;1510;1230;178;175;5.655326005;11.3;1670;10.7;7.1;0;5;480;9.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
83;831900;5;5;0;0;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
84;948900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
85;739900;5;5;0;0;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
86;924900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
87;807900;5;5;0;0;1774;1764;82;122;4410;2635;1512;170;4;55;1510;1510;1571.717261;178;180;5;10.9;2118.954231;10.5;7.8;0;5;480;9.3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
88;843900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
89;906900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
90;866900;5;5;0;0;1598;1764;78;113;4410;2635;1512;152;4;55;1510;1510;1280;178;170;5.655326005;12.2;1730;10.7;7.4;0;5;480;9.6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
91;860900;5;5;0;0;1596;1764;82;106;4410;2635;1512;148;4;55;1510;1510;1571.717261;178;174;5;12.4;2118.954231;10.5;7.3;0;5;480;9.3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
92;523900;5;5;0;0;1596;1700;82;87;4148;2476;1560;140;2;50;1418;1430;1125;198;166;5;12.2;1560;10.5;6.8;1;2;360;9.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
93;563900;5;5;0;0;1596;1700;82;106;4148;2476;1560;148;4;50;1418;1430;1125;198;178;5;10.8;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
94;523900;5;5;0;0;1596;1700;82;87;4148;2476;1560;140;2;50;1418;1430;1125;198;166;5;12.2;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
95;500000;5;5;117000;3;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
96;655000;5;5;37000;3;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
97;600000;5;5;22000;2;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
98;549000;5;5;88258;2;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
99;575000;5;5;35471;4;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
100;520000;5;5;15200;1;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
101;592900;5;5;0;0;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
102;819000;5;5;31000;1;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;179;5;10.3;1650;10.5;7.1;0;5;361;9.3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
103;555000;5;5;40001;4;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
104;784900;5;5;0;0;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
105;699000;5;5;48000;1;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;179;5;10.3;1650;10.5;7.1;0;5;361;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
106;599000;5;5;59105;3;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
107;495000;5;5;79300;4;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
108;788900;5;5;0;0;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
109;569000;5;5;55053;2;1596;1764;82;106;4165;2592;1570;148;4;50;1524;1484;1190;195;176;5;11.4;1650;10.5;7.2;0;5;361;9.3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
110;655000;5;5;29000;3;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
111;690000;5;5;26900;2;1774;1764;82;122;4165;2592;1570;170;4;50;1524;1484;1190;195;186;5;10.9;1650;10.5;6.8;0;5;361;8.6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
112;914900;5;5;0;0;1774;1810;82;122;4171;2592;1645;170;4;50;1546;1503;1295;215;180;5;10.9;1650;10.5;7.5;0;5;361;9.7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
113;835000;5;5;27651;1;1774;1810;82;122;4171;2592;1645;170;4;50;1546;1503;1295;215;180;5;10.9;1650;10.5;7.5;0;5;361;9.7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
114;1004900;5;5;0;0;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
115;830900;5;5;0;0;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
116;845000;5;5;9900;1;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
117;787900;5;5;0;0;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
118;787900;5;5;0;0;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
119;790900;5;5;0;0;1774;1810;82;122;4171;2592;1645;170;4;50;1546;1503;1295;215;180;5;10.9;1650;10.5;7.5;0;5;361;9.7;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
120;814000;5;5;32889;1;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
121;865000;5;5;14000;1;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
122;840000;5;5;13389;2;1774;1810;82;122;4171;2592;1645;170;4;50;1546;1503;1295;215;180;5;10.9;1650;10.5;7.5;0;5;361;9.7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
123;440000;5;5;58439;2;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
124;607800;5;5;0;0;1596;1700;82;98;4118;2476;1538;145;4;50;1414;1430;1125;175;176;4;13.1;1560;11;7.2;1;2;360;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
125;477500;5;5;0;0;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
126;471500;5;5;0;0;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
127;515000;5;5;37281;1;1596;1700;82;106;4118;2476;1538;148;4;50;1414;1430;1125;190;182;5;10.7;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
128;607800;5;5;0;0;1596;1700;82;98;4118;2476;1538;145;4;50;1414;1430;1125;175;176;4;13.1;1560;11;7.2;1;2;360;9.9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
129;530000;5;5;47626;1;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
130;551500;5;5;0;0;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
131;599500;5;5;0;0;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
132;608500;5;5;0;0;1596;1700;82;106;4118;2476;1538;148;4;50;1414;1430;1125;190;182;5;10.7;1560;11;6.5;1;2;360;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
133;530000;5;5;15000;1;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
134;609900;5;5;0;0;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
135;597500;5;5;0;0;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
136;530000;5;5;7000;2;1596;1700;82;87;4118;2476;1538;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;360;9.1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
137;519500;5;5;0;0;1596;1700;82;106;3926;2476;1500;148;4;50;1414;1430;1125;190;182;5;10.7;1560;11;6.5;1;2;240;8.7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
138;457500;5;5;0;0;1596;1700;82;87;3926;2476;1500;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;240;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
139;390000;5;5;60000;2;1596;1700;82;87;3926;2476;1500;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;240;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
140;498500;5;5;0;0;1596;1700;82;106;3926;2476;1500;148;4;50;1414;1430;1125;190;182;5;10.7;1560;11;6.5;1;2;240;8.7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
141;658500;5;5;0;0;1596;1700;82;98;3926;2476;1500;145;4;50;1414;1430;1125;175;176;4;13.1;1560;11;7.2;1;2;240;9.9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
142;494500;5;5;0;0;1596;1700;82;106;3926;2476;1500;148;4;50;1414;1430;1125;190;182;5;10.7;1560;11;6.5;1;2;240;8.7;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
143;543500;5;5;0;0;1596;1700;82;87;3926;2476;1500;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;240;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
144;589500;5;5;0;0;1596;1700;82;87;3926;2476;1500;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;240;9.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
145;609500;5;5;0;0;1596;1700;82;87;3926;2476;1500;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;240;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
146;504500;5;5;0;0;1596;1700;82;87;3926;2476;1500;140;2;50;1414;1430;1125;190;170;5;11.9;1560;10.5;6.8;1;2;240;9.1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
147;855000;5;5;4027;1;1598;1810;78;113;4171;2592;1645;152;4;50;1546;1503;1295;215;162;5.655326005;12.8;2118.954231;10.7;7.3;0;5;361;9.3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
148;119000;5;5;188000;13;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1020;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
149;179000;5;5;138365;12;1596;1680;0;90;4285;2492;1480;131;4;43;1380;1410;1020;160;160;5;15;1520;11.14943701;7.3;0;23;426;10;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
150;59000;5;5;300875;19;1499;1680;0;72;4285;2492;1480;105;2;43;1380;1410;1045;150;165;5;14;1550;11.14943701;0;0;23;426;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
151;68000;5;5;229264;21;1499;1680;0;72;4285;2492;1480;105;2;43;1380;1410;1045;150;165;5;14;1550;11.14943701;0;0;23;426;9.1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
152;109999;5;5;159444;13;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1020;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
153;49000;5;5;197148;15;1596;1680;0;90;4285;2492;1480;131;4;43;1380;1410;1020;160;160;5;15;1520;11.14943701;7.3;0;23;426;10;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
154;130000;5;5;260678;10;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1030;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
155;69000;5;5;217397;17;1499;1680;82;90;4285;2492;1480;128;4;43;1380;1410;1080;150;175;5;12.5;1580;9.8;7.5;0;23;426;8.8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
156;145000;5;5;133000;13;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1020;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
157;45000;5;5;145000;19;1499;1680;0;72;4285;2492;1480;105;2;43;1380;1410;1045;150;165;5;14;1550;11.14943701;0;0;23;426;9.1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
158;165000;5;5;118000;12;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1020;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
159;150000;5;5;122000;10;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1030;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
160;58000;5;5;134000;14;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1020;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
161;95000;5;5;135000;16;1500;1680;82;79;4285;2492;1480;118;2;43;1380;1410;1020;160;160;5;15;1520;9;7.3;0;23;426;10;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
162;140000;5;5;15000;14;1596;1680;0;81;4285;2492;1480;120;2;43;1380;1410;1020;160;165;5;14;1550;11.14943701;7.5;0;23;426;9.1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
163;650000;5;5;25000;1;1596;1750;82;106;4470;2905;1636;148;4;50;1466;1469;1260;145;165;5;13.5;1750;10.5;7.9;0;8;560;10.1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
164;655000;5;5;23000;1;1596;1750;82;106;4470;2905;1636;148;4;50;1466;1469;1260;145;165;5;13.5;1750;10.5;7.9;0;8;560;10.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
